exp_id,repeat_id,run_id,runner,timestamp,result,fail_reason,memory_max,memory_swap_max,cpu_bandwidth,cpuset_cpus,storage_enabled,storage_rbps,storage_wbps,storage_delay_enabled,storage_delay_read_ms,storage_delay_write_ms,stress_enabled,stress_vm_workers,stress_vm_bytes,stress_cpu_saturate,workload,target_bytes,dynamic_mode,dynamic_dirty_bytes,dynamic_interval_ms,dynamic_init_work_ms,compute_iters,compute_ms,workload_port,kdat_cache,checkpoint_after_s,restore_gap_s,cold_response_s,restore_response_s,cold_ready_s,restore_time_s,dump_time_s,kdat_probing_s,restore_work_s,launch_overhead_s,kdat_ratio,cold_launch_s,task_visible_s,image_size_bytes,memory_current_before,memory_current_after_stress,memory_peak_bytes,oom,oom_kill,generic_recovery,storage_capacity,kernel_version,criu_dump_log,criu_restore_log,target_log,cache_policy,drop_caches_rc,drop_caches_ts,probe_interval_ms,probe_timeout_s,probe_attempts,first_success_attempt,restore_peak_current,cpu_freq_khz,meminfo_after_drop_caches_buffers_kb,meminfo_after_drop_caches_cached_kb,meminfo_after_drop_caches_dirty_kb,meminfo_after_drop_caches_sreclaimable_kb,meminfo_after_drop_caches_writeback_kb,meminfo_before_drop_caches_buffers_kb,meminfo_before_drop_caches_cached_kb,meminfo_before_drop_caches_dirty_kb,meminfo_before_drop_caches_sreclaimable_kb,meminfo_before_drop_caches_writeback_kb,memstat_after_drop_caches_anon,memstat_after_drop_caches_current,memstat_after_drop_caches_file,memstat_after_drop_caches_kernel,memstat_after_drop_caches_peak,memstat_after_drop_caches_slab_reclaimable,memstat_after_drop_caches_ts,memstat_after_response_anon,memstat_after_response_current,memstat_after_response_file,memstat_after_response_kernel,memstat_after_response_peak,memstat_after_response_slab_reclaimable,memstat_after_response_ts,memstat_after_restore_anon,memstat_after_restore_current,memstat_after_restore_file,memstat_after_restore_kernel,memstat_after_restore_peak,memstat_after_restore_slab_reclaimable,memstat_after_restore_ts,memstat_after_stress_warmup_anon,memstat_after_stress_warmup_current,memstat_after_stress_warmup_file,memstat_after_stress_warmup_kernel,memstat_after_stress_warmup_peak,memstat_after_stress_warmup_slab_reclaimable,memstat_after_stress_warmup_ts,memstat_before_drop_caches_anon,memstat_before_drop_caches_current,memstat_before_drop_caches_file,memstat_before_drop_caches_kernel,memstat_before_drop_caches_peak,memstat_before_drop_caches_slab_reclaimable,memstat_before_drop_caches_ts,memstat_before_restore_anon,memstat_before_restore_current,memstat_before_restore_file,memstat_before_restore_kernel,memstat_before_restore_peak,memstat_before_restore_slab_reclaimable,memstat_before_restore_ts,memstat_before_stress_anon,memstat_before_stress_current,memstat_before_stress_file,memstat_before_stress_kernel,memstat_before_stress_peak,memstat_before_stress_slab_reclaimable,memstat_before_stress_ts
dirty_sweep_cpuidle,4,dirty_60M_cpuidle_koff_rep04_restore,once,2026-07-01T18:03:07+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,off,1.0,2.0,NA,0.606653,NA,0.58574,0.170,0.104516,0.405922,0.075302,0.1784,NA,0.179267,62991949,0,1301393408,1488904192,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep04_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep04_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep04_restore/target.log,best_effort_cold_cache,0,1782928995.895589863,5,0.300,1,1,1488424960,1235000,32,1817588,860,479336,0,92,1986496,61628,481844,0,168435712,1296945152,1106931712,21573632,1438343168,2718808,1782928995.994409424,NA,NA,NA,NA,NA,NA,NA,233279488,1488637952,1232666624,22564864,1488904192,3246448,1782928996.802270138,168435712,1301393408,1109876736,22933504,1301823488,4078704,1782928990.941439664,168435712,1373302784,1179897856,24965120,1438343168,6108584,1782928994.559420875,168435712,1296945152,1106931712,21573632,1438343168,2718808,1782928996.127840547,0,0,0,0,0,0,1782928987.921511039
dirty_sweep_cpuidle,5,dirty_60M_cpuidle_koff_rep05_restore,once,2026-07-01T18:03:20+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,off,1.0,2.0,NA,0.573117,NA,0.565705,0.211,0.098998,0.411771,0.054936,0.1750,NA,0.169741,62987860,0,1300733952,1488908288,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep05_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep05_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep05_restore/target.log,best_effort_cold_cache,0,1782929008.768083551,5,0.300,1,1,1488302080,1235000,32,1818216,816,479412,0,92,1987068,61616,481692,0,168431616,1297027072,1106911232,21520384,1437716480,2721232,1782929008.846922158,NA,NA,NA,NA,NA,NA,NA,233271296,1488646144,1232642048,22507520,1488809984,3247376,1782929009.626135985,168431616,1300733952,1109172224,22872064,1301245952,4063712,1782929003.730159284,168431616,1372684288,1179189248,24899584,1437716480,6101424,1782929007.423228189,168431616,1297027072,1106911232,21520384,1437716480,2721232,1782929008.996606166,0,0,0,0,0,0,1782929000.759302289
dirty_sweep_cpuidle,6,dirty_60M_cpuidle_koff_rep06_restore,once,2026-07-01T18:03:33+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,off,1.0,2.0,NA,0.610593,NA,0.590313,0.207,0.094388,0.413898,0.082027,0.1599,NA,0.164661,62987862,0,1300664320,1488576512,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep06_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep06_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep06_restore/target.log,best_effort_cold_cache,0,1782929022.324784747,5,0.300,1,1,1488322560,1235000,32,1817800,708,479616,0,84,1985064,75940,481992,0,168423424,1296711680,1106751488,21536768,1437769728,2716984,1782929022.405947809,NA,NA,NA,NA,NA,NA,NA,233263104,1488302080,1232482304,22536192,1488576512,3244768,1782929023.223406043,168423424,1300664320,1109422080,22818816,1301467136,3990688,1782929017.272185294,168423424,1372704768,1179439104,24842240,1437769728,6017216,1782929020.982631154,168423424,1296711680,1106751488,21536768,1437769728,2716984,1782929022.547856294,0,0,0,0,0,0,1782929014.022192680
dirty_sweep_cpuidle,7,dirty_60M_cpuidle_koff_rep07_restore,once,2026-07-01T18:03:46+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,off,1.0,2.0,NA,0.564558,NA,0.554235,0.185,0.09894,0.405575,0.04972,0.1785,NA,0.168823,62991947,0,1300365312,1489686528,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep07_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep07_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep07_restore/target.log,best_effort_cold_cache,0,1782929035.602491522,5,0.300,1,1,1489203200,1235000,32,1817544,704,479436,0,84,1987756,75944,481576,0,168427520,1296809984,1106935808,21446656,1437712384,2718808,1782929035.672146973,NA,NA,NA,NA,NA,NA,NA,233267200,1489424384,1233719296,22429696,1489686528,3248952,1782929036.462883031,168427520,1300365312,1109209088,22728704,1300566016,3993792,1782929030.679404640,168427520,1372409856,1179230208,24752128,1437712384,6022264,1782929034.276530399,168427520,1296809984,1106935808,21446656,1437712384,2718808,1782929035.835753017,0,0,0,0,0,0,1782929027.472717858
dirty_sweep_cpuidle,8,dirty_60M_cpuidle_koff_rep08_restore,once,2026-07-01T18:03:59+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,off,1.0,2.0,NA,0.607554,NA,0.591196,0.190,0.1068,0.412003,0.072393,0.1807,NA,0.167356,62987871,0,1301090304,1488642048,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep08_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep08_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep08_restore/target.log,best_effort_cold_cache,0,1782929048.872872879,5,0.300,1,1,1488175104,1235000,32,1820824,764,479412,0,92,1985992,61616,481760,0,168415232,1296838656,1106944000,21479424,1437970432,2719400,1782929048.960811424,NA,NA,NA,NA,NA,NA,NA,233250816,1488392192,1232674816,22462464,1488642048,3247176,1782929049.755072451,168415232,1301090304,1109671936,22781952,1301438464,4020224,1782929043.857505433,168415232,1372913664,1179688960,24809472,1437970432,6047752,1782929047.533772316,168415232,1296838656,1106944000,21479424,1437970432,2719400,1782929049.095089975,0,0,0,0,0,0,1782929040.565170584
dirty_sweep_cpuidle,9,dirty_60M_cpuidle_koff_rep09_restore,once,2026-07-01T18:04:13+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,off,1.0,2.0,NA,0.612499,NA,0.593555,0.180,0.101401,0.408024,0.08413,0.1708,NA,0.182002,62987880,0,1300488192,1489977344,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep09_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep09_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep09_restore/target.log,best_effort_cold_cache,0,1782929062.341162361,5,0.300,1,1,1489510400,1235000,32,1819104,1204,479408,344,84,1987084,75940,481608,0,168423424,1296887808,1106972672,21475328,1437552640,2717760,1782929062.452073902,NA,NA,NA,NA,NA,NA,NA,233263104,1489727488,1233752064,22474752,1489977344,3250144,1782929063.284833962,168423424,1300488192,1109200896,22806528,1300656128,4042552,1782929057.310136099,168423424,1372491776,1179217920,24834048,1437552640,6074880,1782929060.993526972,168423424,1296887808,1106972672,21475328,1437552640,2717760,1782929062.606511437,0,0,0,0,0,0,1782929054.245485191
dirty_sweep_cpuidle,10,dirty_60M_cpuidle_koff_rep10_restore,once,2026-07-01T18:04:27+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,off,1.0,2.0,NA,0.60278,NA,0.58399,0.193,0.104847,0.410521,0.068622,0.1795,NA,0.169757,62991949,0,1300996096,1488642048,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep10_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep10_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_koff_rep10_restore/target.log,best_effort_cold_cache,0,1782929075.969694544,5,0.300,1,1,1488285696,1235000,32,1817932,796,479272,0,84,1991180,75940,481444,0,168448000,1296818176,1106911232,21458944,1438138368,2721768,1782929076.052249182,NA,NA,NA,NA,NA,NA,NA,233291776,1488392192,1232646144,22454272,1488642048,3247776,1782929076.885436283,168448000,1300996096,1109807104,22740992,1301524480,4000904,1782929070.942698357,168448000,1373044736,1179828224,24768512,1438138368,6028544,1782929074.624553323,168448000,1296818176,1106911232,21458944,1438138368,2721768,1782929076.215123402,0,0,0,0,0,0,1782929067.714661658
dirty_sweep_cpuidle,1,dirty_60M_cpuidle_kon_rep01_restore,once,2026-07-01T18:04:40+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,on,1.0,2.0,NA,0.500151,NA,0.483026,0.204,0.001991,0.427158,0.053877,0.0041,NA,0.0455651,62987877,0,1300856832,1480634368,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep01_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep01_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep01_restore/target.log,best_effort_cold_cache,0,1782929089.714521491,5,0.300,1,1,1480253440,1235000,32,1817460,676,479120,0,92,1985028,61760,481628,0,168435712,1296793600,1106890752,21442560,1437978624,2717760,1782929089.798543148,NA,NA,NA,NA,NA,NA,NA,232411136,1480368128,1225863168,22093824,1480634368,3032528,1782929090.540577392,168435712,1300856832,1109667840,22728704,1301229568,3998336,1782929084.693043303,168435712,1372901376,1179684864,24756224,1437978624,6025984,1782929088.375755854,168435712,1296769024,1106890752,21442560,1437978624,2717760,1782929090.010342253,0,0,0,0,0,0,1782929081.453541294
dirty_sweep_cpuidle,2,dirty_60M_cpuidle_kon_rep02_restore,once,2026-07-01T18:04:53+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,on,1.0,2.0,NA,0.497287,NA,0.47778,0.197,0.001814,0.418994,0.056972,0.0038,NA,0.0438111,62987879,0,1301254144,1481834496,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep02_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep02_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep02_restore/target.log,best_effort_cold_cache,0,1782929102.946707451,5,0.300,1,1,1481359360,1235000,32,1818288,2000,479048,0,84,1987724,75936,481444,0,168439808,1296908288,1106935808,21532672,1438269440,2719400,1782929103.023822962,NA,NA,NA,NA,NA,NA,NA,232415232,1481572352,1226956800,22200320,1481826304,3034896,1782929103.808418280,168439808,1301254144,1109749760,22900736,1301307392,4075032,1782929097.935169121,168439808,1373126656,1179766784,24920064,1438269440,6105240,1782929101.596009290,168439808,1296908288,1106935808,21532672,1438269440,2719400,1782929103.249832639,0,0,0,0,0,0,1782929094.589611137
dirty_sweep_cpuidle,3,dirty_60M_cpuidle_kon_rep03_restore,once,2026-07-01T18:05:07+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,on,1.0,2.0,NA,0.476923,NA,0.455595,0.196,0.002612,0.423907,0.029076,0.0057,NA,0.0341141,62991957,0,1301110784,1480740864,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep03_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep03_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep03_restore/target.log,best_effort_cold_cache,0,1782929116.375312245,5,0.300,1,1,1480359936,1235000,32,1818048,776,479096,0,84,1987124,75948,481420,0,168452096,1296855040,1106944000,21458944,1438216192,2719400,1782929116.443479968,NA,NA,NA,NA,NA,NA,NA,232431616,1480478720,1225920512,22126592,1480728576,3032728,1782929117.192965107,168452096,1301110784,1109696512,22745088,1301278720,3998672,1782929111.472075829,168452096,1373155328,1179717632,24768512,1438216192,6025312,1782929115.025261663,168452096,1296855040,1106944000,21458944,1438216192,2719400,1782929116.644445637,0,0,0,0,0,0,1782929108.246507410
dirty_sweep_cpuidle,4,dirty_60M_cpuidle_kon_rep04_restore,once,2026-07-01T18:05:20+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,on,1.0,2.0,NA,0.476925,NA,0.457773,0.205,0.002515,0.415321,0.039937,0.0055,NA,0.035352,62987879,0,1300430848,1481814016,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep04_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep04_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep04_restore/target.log,best_effort_cold_cache,0,1782929130.016947078,5,0.300,1,1,1481338880,1235000,32,1817724,704,479508,0,84,1985428,75948,481680,0,168435712,1296949248,1106927616,21536768,1437630464,2719400,1782929130.115473090,NA,NA,NA,NA,NA,NA,NA,232411136,1481551872,1226948608,22192128,1481805824,3034504,1782929130.853270631,168435712,1300430848,1109065728,22880256,1300746240,4051552,1782929124.978322530,168435712,1372475392,1179082752,24907776,1437630464,6079080,1782929128.691696425,168435712,1296949248,1106927616,21536768,1437630464,2719400,1782929130.327233998,0,0,0,0,0,0,1782929121.638673961
dirty_sweep_cpuidle,5,dirty_60M_cpuidle_kon_rep05_restore,once,2026-07-01T18:05:34+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,on,1.0,2.0,NA,0.506648,NA,0.491779,0.208,0.002682,0.426987,0.06211,0.0055,NA,0.054728,62987861,0,1301106688,1480736768,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep05_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep05_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep05_restore/target.log,best_effort_cold_cache,0,1782929143.420430106,5,0.300,1,1,1480368128,1235000,32,1818180,832,479360,0,92,1992408,61796,481656,0,168415232,1297039360,1106956288,23040000,1438064640,4260560,1782929143.495074826,NA,NA,NA,NA,NA,NA,NA,232386560,1480486912,1225928704,22167552,1480736768,3032136,1782929144.278930631,168415232,1301106688,1109721088,22831104,1301585920,4040072,1782929138.383004696,168415232,1373171712,1179738112,24854528,1438064640,6067600,1782929142.068013902,168415232,1296875520,1106956288,23040000,1438064640,4260560,1782929143.703057719,0,0,0,0,0,0,1782929135.052630498
dirty_sweep_cpuidle,6,dirty_60M_cpuidle_kon_rep06_restore,once,2026-07-01T18:05:47+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,on,1.0,2.0,NA,0.480139,NA,0.465823,0.194,0.002588,0.426983,0.036252,0.0056,NA,0.050796,62987850,0,1301057536,1480896512,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep06_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep06_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep06_restore/target.log,best_effort_cold_cache,0,1782929156.807558448,5,0.300,1,1,1480622080,1235000,32,1817752,784,479208,0,92,1987124,61832,481680,0,168411136,1296875520,1106956288,21508096,1438154752,2719400,1782929156.918230740,NA,NA,NA,NA,NA,NA,NA,232386560,1480482816,1225928704,22167552,1480896512,3033320,1782929157.671561355,168411136,1301057536,1109827584,22818816,1301590016,4021144,1782929151.785818363,168411136,1373110272,1179844608,24838144,1438154752,6047672,1782929155.464377825,168411136,1296875520,1106956288,21508096,1438154752,2719400,1782929157.133583146,0,0,0,0,0,0,1782929148.541859033
dirty_sweep_cpuidle,7,dirty_60M_cpuidle_kon_rep07_restore,once,2026-07-01T18:06:01+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,on,1.0,2.0,NA,0.477885,NA,0.460894,0.207,0.002609,0.417945,0.04034,0.0057,NA,0.0418057,62991957,0,1301712896,1480859648,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep07_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep07_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep07_restore/target.log,best_effort_cold_cache,0,1782929170.361849787,5,0.300,1,1,1480376320,1235000,32,1818976,648,479520,0,92,1987136,61624,481596,0,168464384,1297027072,1106948096,21565440,1438830592,2719272,1782929170.427661784,NA,NA,NA,NA,NA,NA,NA,232443904,1480593408,1225924608,22220800,1480859648,3033768,1782929171.158100219,168464384,1301712896,1110110208,22921216,1302171648,4072536,1782929165.287632462,168464384,1373593600,1180131328,24948736,1438830592,6099176,1782929169.015509860,168464384,1297027072,1106948096,21565440,1438830592,2719272,1782929170.615772333,0,0,0,0,0,0,1782929161.930272527
dirty_sweep_cpuidle,8,dirty_60M_cpuidle_kon_rep08_restore,once,2026-07-01T18:06:14+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,on,1.0,2.0,NA,0.489235,NA,0.476023,0.203,0.002461,0.422995,0.050567,0.0052,NA,0.0344808,62991975,0,1301241856,1480835072,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep08_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep08_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep08_restore/target.log,best_effort_cold_cache,0,1782929183.516527982,5,0.300,1,1,1480454144,1235000,32,1817296,228,479624,176,84,1984860,76168,481796,0,168419328,1297117184,1107075072,21458944,1438351360,2716760,1782929183.588827873,NA,NA,NA,NA,NA,NA,NA,232398848,1480568832,1226051584,22118400,1480835072,3033320,1782929184.329054858,168419328,1301241856,1109925888,22745088,1301495808,3998264,1782929178.587994424,168419328,1373286400,1179947008,24768512,1438351360,6025904,1782929182.174832437,168419328,1296953344,1107075072,21458944,1438351360,2716760,1782929183.786573233,0,0,0,0,0,0,1782929175.410859308
dirty_sweep_cpuidle,9,dirty_60M_cpuidle_kon_rep09_restore,once,2026-07-01T18:06:27+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,on,1.0,2.0,NA,0.494026,NA,0.475152,0.171,0.002561,0.429835,0.042756,0.0054,NA,0.0351174,62987861,0,1301024768,1480687616,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep09_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep09_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep09_restore/target.log,best_effort_cold_cache,0,1782929196.963741793,5,0.300,1,1,1480306688,1235000,32,1821952,716,479404,0,84,1990804,75932,481728,0,168431616,1296818176,1106931712,21454848,1438072832,2719400,1782929197.045785517,NA,NA,NA,NA,NA,NA,NA,232407040,1480421376,1225904128,22110208,1480687616,3032728,1782929197.793898206,168431616,1301024768,1109725184,22822912,1301385216,4074192,1782929191.968214247,168431616,1373020160,1179742208,24846336,1438072832,6105600,1782929195.610319292,168431616,1296818176,1106931712,21454848,1438072832,2719400,1782929197.246534877,0,0,0,0,0,0,1782929188.611914687
dirty_sweep_cpuidle,10,dirty_60M_cpuidle_kon_rep10_restore,once,2026-07-01T18:06:41+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,on,1.0,2.0,NA,0.487408,NA,0.467197,0.209,0.001864,0.418244,0.047089,0.0040,NA,0.0280457,62987861,0,1300459520,1480679424,0,0,yes,1G,6.8.0-85-generic,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep10_restore/dump.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep10_restore/restore.log,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_kon_rep10_restore/target.log,best_effort_cold_cache,0,1782929210.020825086,5,0.300,1,1,1480404992,1235000,32,1817784,728,479428,0,84,1984792,75940,481856,0,168435712,1296805888,1106862080,21508096,1437560832,2719400,1782929210.110480248,NA,NA,NA,NA,NA,NA,NA,232411136,1480413184,1225834496,22167552,1480679424,3034160,1782929210.822731670,168435712,1300459520,1109164032,22859776,1300946944,4061472,1782929205.027547016,168435712,1372499968,1179181056,24883200,1437560832,6095760,1782929208.686759128,168435712,1296805888,1106862080,21508096,1437560832,2719400,1782929210.306355574,0,0,0,0,0,0,1782929202.021363276
dirty_sweep_cpuidle,1,dirty_60M_cpuidle_rep01_cold,cold,2026-07-01T18:01:13+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,NA,NA,NA,0.0880446,NA,0.0847204,NA,NA,NA,NA,NA,NA,0.0361795,NA,NA,0,1301221376,1362354176,0,0,NA,1G,6.8.0-85-generic,NA,NA,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_rep01_cold/cold_start_target.log,best_effort_cold_cache,0,1782928877.772499926,5,0.300,1,1,NA,1235000,36,1826892,684,479060,0,72,1906980,15248,479524,0,168435712,1297133568,1106935808,21581824,1301868544,2711504,1782928877.841870388,231407616,1362100224,1108729856,21774336,1362354176,2724720,1782928877.951239766,NA,NA,NA,NA,NA,NA,NA,168435712,1301221376,1109733376,22872064,1301868544,3996480,1782928877.687866801,168435712,1301221376,1109733376,22872064,1301868544,3996480,1782928877.718715066,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1782928874.455977462
dirty_sweep_cpuidle,2,dirty_60M_cpuidle_rep02_cold,cold,2026-07-01T18:01:21+00:00,PASS,NA,1708M,0,4.0,0-3,true,150M,50M,true,1,3,true,29,44040192,false,target_memory,62914560,dirty,4194304,1000,0,100,NA,18080,NA,NA,NA,0.0835001,NA,0.0773242,NA,NA,NA,NA,NA,NA,0.0333371,NA,NA,0,1300938752,1361944576,0,0,NA,1G,6.8.0-85-generic,NA,NA,/root/Embed-sim-lab/testbed/runs/dirty_60M_cpuidle_rep02_cold/cold_start_target.log,best_effort_cold_cache,0,1782928884.894215613,5,0.300,1,1,NA,1235000,32,1817556,760,479224,0,72,1905300,15620,479928,0,168423424,1296953344,1106808832,21491712,1301151744,2710256,1782928884.975177916,231399424,1361682432,1108602880,21680128,1361944576,2726112,1782928885.124203185,NA,NA,NA,NA,NA,NA,NA,168423424,1300938752,1109487616,22798336,1301151744,4017640,1782928884.750416399,168423424,1300938752,1109487616,22798336,1301151744,4017640,1782928884.798946472,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1782928881.717652940
